sepal_length,sepal_width,petal_length,petal_width,class
5.14901424590337,3.464816793878959,1.216925851589917,0.22504928503458765,0
4.958520709648645,3.322983543916737,1.415870935446928,0.23464482094969757,0
5.194306561430208,3.264615599938808,1.431457096694646,0.1319975278421509,0
5.456908956922407,3.5223352577681735,1.3395445461556763,0.22322536971610035,0
4.929753987582999,3.60619990449919,1.4677428576667981,0.22930724732986812,0
4.929758912915246,3.5862560238232395,1.5808101713629077,0.12856485819736324,0
5.473763844652217,3.232156495355472,1.8772371802421062,0.38657745111447567,0
5.230230418745872,3.338157524829757,1.5349155625663677,0.24738329209117876,0
4.8591576842195146,3.4662526862807126,1.5515100781445528,0.08086965027973514,0
5.162768013075789,3.5951090254244717,1.4851108168467666,0.265655360863383,0
4.860974692156262,3.304165152430942,1.1162457569401916,0.10253183297726787,0
4.860281073928923,3.3628682046672367,1.4946972249101567,0.27870846037424524,0
5.07258868146981,3.178733005198794,1.5120460419882054,0.31585955790074044,0
4.426015926602661,3.1607586751838657,1.9926484224970573,0.11793176816482896,0
4.4825246502460905,3.5625051644788397,1.4615278070437756,0.29633761292443217,0
4.831313741227708,3.6712480057141645,1.5603094684667225,0.24127809269364986,0
4.696150663899673,3.385597975683933,1.4930576460589513,0.282206015999449,0
5.0942741997785825,3.6007065795784046,1.2662643924760935,0.38967929826539477,0
4.727592777343637,3.4723272050095266,1.7285645629030042,0.17546118839971298,0
4.576308889599413,3.270976049078975,1.650386606537355,0.12462638356425104,0
5.439694630676466,3.472279121101683,1.6582063894086094,0.11104855703744768,0
4.932267109854039,3.707607313293194,1.3181225090410522,0.11841897150345618,0
5.020258461406377,3.3928347921780095,1.78055886218722,0.1922898290585896,0
4.572575544135963,3.712928731162801,1.2196297874415438,0.2341151974816644,0
4.836685182642445,2.876050979182051,1.617371418760054,0.22766907993300192,0
5.03327677691296,3.564380500875045,1.9380911251619957,0.2827183249036024,0
4.654701926773309,3.417409413647634,1.3018927349738623,0.20130018918779072,0
5.1127094055037015,3.3401985299068264,1.3867404540794457,0.3453534077157317,0
4.819808393024359,3.4183521553071006,1.5199302730175281,0.1735343166762044,0
4.912491875062017,3.0024862170798214,1.3993048691767602,0.4720169166589619,0
4.819488016331181,3.3560656224324976,1.1898673137867735,0.2625667347765006,0
5.555683455352681,3.471422514302349,1.5137125949612054,0.11428424435837176,0
4.99595083257862,3.6955788089483033,1.287539257254779,0.09291075019388878,0
4.68268672131323,3.2963459563452706,1.5947184861270363,0.24824724152431854,0
5.246763473630956,3.2383012794213624,1.3161151531532393,0.17765372146741493,0
4.633746905008693,3.2996485912830926,1.8099868810035078,0.2714000494092092,0
5.062659078501427,3.5830804235404146,1.3433493415327526,0.2473237624573545,0
4.412098962836067,3.4657502219319367,1.4355876967588648,0.19271710873431275,0
4.601544185330471,3.2940479592465923,1.662703443473934,0.11532062819315951,0
5.059058370760737,3.502653486622671,1.253827136713209,0.04851527753141355,0
5.221539973998623,3.419415509869608,1.545491986920826,0.1553485047932979,0
5.051410484356992,3.593728998106578,1.7614285508564858,0.28563987943234725,0
4.965305515283528,3.2595893812245293,1.1785033530877544,0.22140937441302042,0
4.909668891323213,3.334467570680446,1.5369267717064607,0.0754261221288012,0
4.556443402889772,3.3215783693735683,1.5519765588496848,0.21731809258511822,0
4.784046737481588,3.107297010373576,1.656364574355462,0.23853173797288368,0
4.8618083687120635,3.459224055412915,1.2526098578243836,0.1116142563798867,0
5.317136667865674,3.4522110544359776,1.2359086773831447,0.2153725105945528,0
5.103085486870539,3.401022691328492,1.6043883131233796,0.2058208718446,0
4.47108795339118,3.3530825733249707,1.5593969346466372,0.0857029702169377,0
6.143114944139313,2.4217348136994863,4.1684019956311715,1.4621815131196008,1
6.224313810547294,3.0753585841164326,4.275927583921212,1.6950712433899104,1
6.433220497270111,3.4366468591037895,4.798917442049305,1.5715319246404038,1
6.421520820813961,3.109739578165344,4.744148106173386,1.3680122940073145,1
5.448932252817164,2.3441890102137957,4.4916393624143405,1.3961967584194621,1
5.624869984033951,2.6547297781401245,4.546930953323513,1.1994941270724382,1
6.2060141068834636,3.1800733447559866,5.01106595831537,1.396297372801522,1
6.205514380364884,2.5876991603143655,4.263371444465668,1.3422682722159722,1
6.206019074522419,2.9331458284438683,4.718838952468015,1.464543712067618,1
7.541092596261889,3.032390216028801,4.419122939026442,1.2345538112895353,1
6.228356204277267,2.521920858526575,4.412927518709112,1.5038693028482344,1
6.454226256072239,2.7821423931814597,4.939510740794876,1.7065477826005155,1
6.381600705397281,1.827619797979278,4.830166539595212,1.3782479703086283,1
6.260556500522319,2.492683707599713,4.825403854400255,1.4803423444197883,1
5.873892302143862,2.7242295545820516,5.022191522861732,1.5380287983422225,1
6.303587688197307,2.425665045410545,4.508401536653103,1.3197559056228327,1
5.6908699141849715,3.2897233911794905,4.772781188517985,1.4448184963620834,1
5.905272557303997,2.37095758661181,4.375893297362618,1.4025184801563588,1
5.805854580868359,2.6679866539909045,4.629666540995377,1.4195352197097661,1
6.032749655754529,2.8392221731858274,4.447942778252926,1.2453980432289067,1
6.9258634266694035,3.2323819867198345,4.5387983859970875,1.4049020348517884,1
5.2530939229633,2.369241354646168,4.738062810174766,1.4995996582490898,1
6.274504076149805,3.148949125646488,4.172711726706611,1.6902287215590084,1
5.354913651524139,2.803069918305876,5.3369549102741844,1.5918541652170413,1
5.811227253684226,2.5055474046856148,4.097593047400119,1.8306364915023112,1
6.4355802387869465,2.938631042278981,4.014324554884907,1.24653048742239,1
6.025712007638185,2.859717908672041,4.963244349400027,1.5744641273441355,1
5.568902088828278,2.6199349368523612,4.816665077585174,1.4366684011476702,1
5.713878516296012,2.8209406254970055,4.749647926820862,1.8379605866435345,1
6.27183909957387,2.684405920941472,4.751338203705712,1.2383403429289697,1
5.707853347313145,2.834055203575374,4.495101290861234,1.2320556315638447,1
6.08658343583279,2.9986392023563138,4.141098251405667,1.2801214709111954,1
6.018228735961525,3.2758050448436054,4.5303218232774904,0.9752208551380386,1
5.7393598609576735,2.4286553503519452,4.229135315395156,1.2948489956638478,1
6.857577635730131,3.4399100123968798,4.8900478933671,1.2481734676892602,1
6.253567608927204,2.2143736601432495,4.441177047399145,1.4300787572952414,1
5.189942965336957,2.754464471489325,4.169801121282996,1.4683511951554318,1
6.0745817259077715,2.9764951619453726,4.371445663338803,1.7752341678431771,1
5.735285414092645,2.8842975603205097,4.66517258171025,1.5900847676372099,1
6.340973333918489,2.6131901440538217,4.27451017887841,1.2846192688675193,1
5.68299170462692,2.7375633248928173,4.171111841773428,1.2203170657303284,1
5.954105423413241,2.65209971960235,4.597474884596765,1.498383834301301,1
6.201994911592183,2.6231905729167364,4.597986628443489,1.1359533585958714,1
6.3463020776680485,3.0548806291063073,4.297222729851548,1.7662917531708706,1
5.519881437177689,2.907104645789514,4.311584677752671,1.6358880241442573,1
5.86619950566362,2.592127121421804,4.592819974943055,1.3061648695790589,1
5.810021875535617,3.069879962629975,3.9207662634010703,1.0573730941818245,1
5.738668306970515,2.8921898562629824,3.937014490249378,1.6707744748330824,1
6.706181696112439,3.043858635651688,4.212622311499025,1.3770920309494763,1
6.161992684384383,2.9888886525770837,4.414621139315261,1.6475632623946923,1
5.8622289364822535,2.9811962708180486,5.96308877376582,2.02597693624187,2
6.260249990818491,3.2865426961503714,6.454708320235065,1.9532968293823763,2
6.502097479887273,2.704282186099337,4.800716213090429,2.3503346184979423,2
6.518792237505897,3.1512139546553533,5.781484618345285,2.076326252990364,2
6.319973811408302,2.8409227144882676,5.174678715439087,2.1012807986225606,2
6.749139972938999,2.762138150321297,5.256437308117652,1.8764369101632599,2
6.072951828246962,2.9678908920136324,5.203803037880565,1.853718132778252,2
6.443048205991483,2.6894273032741878,5.068004615160092,1.8702325436541138,2
6.54811825268476,2.8339052083958456,5.524260813972414,2.118335642713489,2
6.705775533623499,2.6406366322233454,5.084524941794481,1.8737046557539212,2
6.7846459512355555,3.589417539874917,5.635228412889919,2.086932457068924,2
6.050143163264853,3.0105790655915188,5.474880945275432,2.6226202395936316,2
5.886354331705751,2.7900823476022243,5.380525976566795,2.2613374110295075,2
7.011070728759403,3.0641939732202665,5.046218168979201,1.9021929403496476,2
6.632925604791836,2.966301585092751,5.211614334715834,2.3603641766491834,2
6.200605385377378,2.933709120140033,5.877695612912878,1.8775773880935347,2
7.120460790209009,3.1842500100130278,5.750458593812191,1.388562639446644,2
6.546269853717144,3.2272523130141915,5.011222377600724,1.6975741067247787,2
6.97171887362553,2.8408496557168417,5.549666152714613,1.4387624236922432,2
6.527007392564044,2.827254527806596,5.875693561685894,1.8945459547876073,2
7.324299169952795,2.917484490854507,4.665297359439315,2.0055255137568655,2
7.202136336977282,2.3094236505793244,5.771680096189968,2.502931193682585,2
6.4004143406083704,2.5454426813404343,5.168688120527077,2.098078212129249,2
6.888628380381742,3.4100622802333573,5.78529933429658,1.9342698413573407,2
6.758150379834059,3.4934903140503852,5.118370421728741,2.248821674355047,2
7.04745262301294,2.9252891881330867,4.59755894966774,1.3366594072976343,2
6.114030615767958,3.17296708891673,4.686228781058419,2.0706843674325697,2
6.774420583999376,3.093375046363061,5.524042473330691,2.23125955816609,2
6.923369794739835,3.9236642425365713,5.629861250860741,1.5564241262660476,2
5.796504205430754,3.335872473430373,5.047841687447796,2.343126212962079,2
6.02669659493369,2.96162472255577,5.819296229388687,2.101548922248324,2
5.684307128895959,2.713337867819872,4.66923996886552,1.8754136258297596,2
6.3922372662221765,2.5180661039227283,5.466960100676341,2.1898345598318856,2
6.787016902318385,3.061039090760167,4.894491900118772,2.6812078573413185,2
7.100942820838411,2.773094776414709,5.17408194609892,2.0545598765175486,2
6.52963791216791,2.5733238871206976,5.523699335658207,2.074466175890101,2
7.151446218228517,2.806028134727242,5.069793317358024,1.8621917301379267,2
5.947959416714044,2.6755355989156815,5.307722227885088,1.7450466891605625,2
5.818647024257938,3.5061424905217695,6.00314640460722,2.2491007449632736,2
6.477780920441353,3.264491927084835,5.211554065238426,1.7431748522273398,2
6.653626179575723,2.997608207605015,5.9178460560325705,2.021469871165818,2
6.486922100762363,3.4439832416670075,4.935146572671191,1.856702765970465,2
5.67302315998405,3.0232104922942855,5.7649020889576414,2.1436939477239174,2
6.464351984194884,2.7416147396015207,6.22078431032895,2.1000986315860843,2
5.978212199798059,3.4569372231808972,4.264177749936355,2.3112619832773698,2
6.767869019532015,3.1616730131053976,5.101552372264762,1.846995080343576,2
6.646639298438739,2.6888261537020632,5.78853606359027,1.9190375194119886,2
6.124048085469058,2.9428983965749174,5.398477306978504,1.706370885265308,2
6.2944532330653225,2.7373145239845726,5.685572936685654,1.8667120219771665,2
6.07631459124442,2.585160080710699,5.198007406642089,2.1131901479134556,2
